failed_attempts,num_target_servers,num_source_ports,ssh_client_diversity,avg_time_between_attempts,time_variance,total_duration_minutes,attempts_per_minute,port_entropy,target_entropy,session_duration,failures_per_ip,attempts_frequency,port_variability,target_diversity_ratio,attempts_efficiency,global_entropy,is_night,is_weekend,fail2ban_triggered,speed_category_code,is_attack
-0.19476042461207432,-0.48317500023919485,-0.187729609385173,-0.8815382388578968,-0.24734837766340942,-0.2055868561504778,-0.3842455271584316,-0.13813243023355096,-0.5693651455269977,-0.547929868847325,1.552201128909715,-0.20070034495295755,-0.17356687266010842,-0.15631339825045992,-0.3423368460633143,-0.6802093996032224,-0.5806749931798404,0,0,0,0,0
-0.19476042461207432,-0.48317500023919485,-0.187729609385173,-0.8815382388578968,-0.2980723536343653,-0.20558864080657702,-0.37009449776035575,-0.13971543601251946,-0.5693651455269977,-0.547929868847325,0.871153852564564,-0.1712272380681801,-0.17356399316585067,-0.15631339825045992,-0.3423368460633143,-0.6802093996032224,-0.5806749931798404,0,0,0,0,0
-0.19904782285894865,-0.48317500023919485,-0.187729609385173,-0.8815382388578968,-0.16011194731147851,-0.20558701505492413,-0.36622709158480765,-0.1415403388984309,-0.5693651455269977,-0.547929868847325,5.638484786943837,-0.20499850637365424,-0.1735716718283139,-0.15631339825045992,-0.3423368460633143,-1.1698105816007176,-0.5806749931798404,0,0,0,0,0
-0.19476042461207432,-0.48317500023919485,-0.187729609385173,-0.8815382388578968,-0.22533899320784936,-0.205588009209909,-0.38131801926122055,-0.13985561415631523,-0.5693651455269977,-0.547929868847325,3.368327199144184,-0.19517413741206177,-0.17356927224247534,-0.15631339825045992,-0.3423368460633143,-0.6802093996032224,-0.5806749931798404,0,1,0,0,0
-0.19904782285894865,-0.48317500023919485,-0.187729609385173,-0.8815382388578968,-0.2443444810267317,-0.205587521563164,-0.389968105709867,-0.1415403388984309,-0.5693651455269977,-0.547929868847325,2.6872799228042874,-0.20131436801305708,-0.1735716718283139,-0.15631339825045992,-0.3423368460633143,-1.1698105816007176,-0.5806749931798404,0,0,0,0,0
-0.19476042461207432,-0.48317500023919485,-0.187729609385173,-0.8815382388578968,-0.14827398482878817,-0.20558785660758766,-0.38215332166728727,-0.13880248320376037,-0.5693651455269977,-0.547929868847325,0.871153852569819,-0.1982442527125594,-0.1735639931658507,-0.15631339825045992,-0.3423368460633143,-0.6802093996032224,-0.5806749931798404,0,0,0,0,0
-0.14759904389645687,0.7323595915575218,-0.1405128332736627,0.6616359210683995,2.826451771538175,7.359748700587947,2.4570525509261545,-0.14133600200351248,0.8789200700343248,1.9282907803005933,-0.05565858225680323,-0.19087597599136505,-0.17306948047016477,-0.1388733577987611,0.5988702580717964,-0.26593147637457243,1.3095208974738999,0,0,0,0,1
-0.19047302636520003,-0.48317500023919485,-0.187729609385173,-0.8815382388578968,-0.25080056372646886,-0.20558852465838787,-0.3891823097986532,-0.13580927486712022,-0.5693651455269977,-0.547929868847325,5.4114690281638715,-0.19763022965245988,-0.17356860035764066,-0.15631339825045992,-0.3423368460633143,-0.19060821760572702,-0.5806749931798404,0,0,0,0,0
1.6573956180376295,3.163428775150955,1.6494322247717732,0.6616359210683995,-0.32866684805344987,-0.20550347738161653,-0.2694255458365058,0.024092926793529604,2.9613962048416163,2.738790710467915,-0.2546539751098073,0.31200891023015015,0.23338898215419984,1.3636663468157846,3.1972804677647804,-0.18377657320576204,2.9778117533594495,0,1,0,1,1
-0.14331164564958257,0.17984386801355973,-0.13622039908170722,0.6616359210683995,-0.06936318471972784,-0.14740912959142066,-0.13737576473264498,-0.1391021664034373,0.9255715891756859,1.3704620535032195,-0.24501615770080848,-0.12640355468091438,-0.1675802208776941,-0.13681143603360435,0.08301663045244766,-0.2605512436053692,1.1270577499749308,0,0,0,0,1
